st_lp,st_tc,st_ic,bm_lp,bm_tc,bm_ic,st_th_cg,st_it_cg,bm_th_cg,bm_it_cg,st_th_GA+KL_cl,st_th_GA+KL_el,st_th_MWS_cl,st_th_MWS_el,st_it_GA+KL_cl,st_it_GA+KL_el,st_it_MWS_cl,st_it_MWS_el,bm_th_GA+KL_cl,bm_th_GA+KL_el,bm_th_MWS_cl,bm_th_MWS_el,bm_it_GA+KL_cl,bm_it_GA+KL_el,bm_it_MWS_cl,bm_it_MWS_el,bm_it_GA_cl,bm_it_GA_el,bm_it_KL_cl,bm_it_KL_el,bm_it_MWS+KL_cl,bm_it_MWS+KL_el
0.016,2.085,16.848,0.072,73.719,506.332,4.143,2.874,41.329,19.246,1.363,0.004,0,0,0.93,0.004,0,0,12.095,0.013,0,0,4.439,0.011,0,0,0,0,0,0,0,0
0.017,2.079,16.261,0.071,69.547,632.784,5.091,3.347,50.556,22.435,1.956,0.004,0,0,1.09,0.004,0,0,18.23,0.013,0,0,5.859,0.012,0,0,0,0,0,0,0,0
0.009,2.106,18.06,0.069,70.072,461.051,11.106,7.877,30.013,17.009,3.858,0.006,0,0,2.62,0.006,0,0,10.273,0.011,0,0,4.315,0.01,0,0,0,0,0,0,0,0
0.008,2.102,12.598,0.068,71.962,541.922,5.729,3.822,48.808,26.283,2.725,0.004,0,0,1.68,0.004,0,0,18.063,0.014,0,0,7.743,0.012,0,0,0,0,0,0,0,0
0.009,2.119,31.593,0.069,72.249,822.526,41.358,34.644,60.779,37.938,6.456,0.011,0,0,4.865,0.011,0,0,9.215,0.02,0,0,5.108,0.019,0,0,0,0,0,0,0,0
0.017,2.085,40.586,0.072,73.576,1027.19,39.515,32.989,89.904,47.799,9.642,0.012,0,0,8.157,0.012,0,0,14.697,0.022,0,0,6.209,0.02,0,0,0,0,0,0,0,0
