strictness,BM-IT,BM-TH,ST-IT,ST-TH
STR,0.043596856532246306,0.047451798246371586,0.04978919134904903,0.052397163688074
MOD,0.07737956037937346,0.082045758293767,0.08898745791847183,0.09268052938003372
LOO,0.10547928166060719,0.10814707087665658,0.1273623133883004,0.1413230323909036
