Candidates,GT_count,Detected_count,TP,FP,FN,Precision,Recall,F1,LocalizationError
81051,786,393,38,355,748,0.0966921119590415,0.048346055979582254,0.06446140752830455,1.4240315012464975
24964,460,123,24,99,436,0.19512195121792583,0.05217391304336484,0.08233276124482994,0.676551271725843
19734,491,140,32,108,459,0.22857142856979593,0.0651731160894803,0.1014263071028855,0.5597892742618646
32176,481,157,17,140,464,0.10828025477638038,0.03534303534296186,0.053291535678938885,1.1190366320953529
19689,495,120,19,101,476,0.15833333333201388,0.03838383838376084,0.06178861757187917,0.6730558600833583
31475,546,147,20,127,526,0.13605442176778196,0.03663003662996954,0.05772005738563954,0.7179110402741826
10126,231,76,12,64,219,0.1578947368400277,0.05194805194782707,0.07817589539241795,1.1720241168963974
7774,148,37,16,21,132,0.4324324324207451,0.10810810810737766,0.17297297265110304,0.676699232218491
8688,223,63,17,46,206,0.26984126983698664,0.07623318385616039,0.11888111853677441,0.5106621942887043
8881,213,38,14,24,199,0.3684210526218837,0.06572769953020785,0.11155378460272058,1.0461153769730585
