strictness,BM-IT,BM-TH,ST-IT,ST-TH
STR,0.6625805463444212,0.6076068489249302,0.6270422479578042,0.6413994500175433
MOD,1.518078603054591,1.440550377459704,1.4342600326022044,1.4051595080544237
LOO,2.389464461656276,2.447017606228486,2.281095077576942,2.289819197467492
