strictness,BM-IT,BM-TH,ST-IT,ST-TH
STR,0.05746089601614283,0.056098908047307786,0.09313120446840603,0.07864479548250806
MOD,0.147946862008679,0.13249108029830922,0.25891971027393007,0.21811830203302535
LOO,0.2193711987359758,0.21013274816642066,0.39140030902861334,0.34588123915827723
