Precision,Recall,F1
0.1780104712032565,0.2656249999979248,0.21316614371879208
0.11392405063219037,0.23376623376319783,0.1531914889198008
0.06417112299430924,0.23076923076479292,0.10041840970053044
0.013245033112495067,0.13333333332444444,0.02409638537748585
0.18181818181680443,0.19999999999833332,0.19047618997581256
0.1445783132521411,0.26086956521455573,0.18604651116759807
0.10928961748574159,0.20408163265097876,0.14234875399313585
0.09722222222087192,0.19444444443904324,0.12962962918278462
0.1570680628264028,0.2459016393422467,0.1916932902578979
0.08749999999890624,0.12727272727041322,0.10370370321931413
0.11764705882214532,0.2173913043431002,0.15267175526717555
0.14999999999906252,0.21621621621426831,0.17712177073275148
0.1678832116776067,0.25555555555271603,0.20264317132581655
0.11920529801245561,0.26865671641390065,0.16513761425162024
0.1347517730486897,0.30645161289828304,0.18719211780048048
0.09561752988009714,0.17142857142734697,0.12276214787726401
0.08749999999945313,0.37837837836815197,0.14213197938890465
0.19999999999636364,0.1896551724105232,0.19469026498363223
0.21827411167401892,0.3233082706742609,0.26060606012328746
0.087999999999648,0.30136986300957025,0.13622290986601998
0.08917197452172503,0.1772151898711745,0.11864406735022265
0.20134228187784337,0.31914893616681755,0.24691357977049572
0.07017543859618344,0.22857142856816326,0.10738254997540649
0.23270440251425972,0.33333333333033033,0.2740740735878464
0.09865470851973698,0.21359223300763502,0.13496932472029433
0.1279069767434424,0.31884057970552404,0.18257261369769803
0.1076923076918935,0.21874999999829103,0.14432989646434266
0.12820512820458033,0.24999999999791667,0.16949152497462416
0.08928571428518282,0.24193548386706556,0.1304347822137618
0.14678899082434138,0.27586206896076104,0.19161676601140235
0.19327731092274555,0.21904761904553288,0.20535714235726243
0.14112903225749546,0.18134715025812775,0.15873015823721598
0.21052631578762696,0.22018348623651207,0.21524663626962134
0.1626016260149382,0.2898550724595673,0.20833333287071393
0.15533980582373455,0.22535211267288235,0.18390804549180867
0.19161676646591846,0.29357798164868276,0.2318840574914146
0.06666666666626263,0.1466666666647111,0.09166666623621528
0.16494845360654692,0.1839080459748976,0.17391304297784735
0.15999999999872,0.2898550724595673,0.20618556654984588
0.13483146067264234,0.21818181817785126,0.16666666619222606
0.28571428571088436,0.33802816900932353,0.30967741885436006
0.2222222222186949,0.341463414625818,0.269230768747966
0.11355311355269761,0.3009708737834857,0.16489361662260918
0.2387096774178148,0.28906249999774175,0.26148409844263254
0.2115384615343935,0.40740740739231823,0.2784810122012498
0.10303030302967861,0.3207547169750801,0.15596330238283818
0.0857142857139796,0.46153846152958583,0.14457831298795182
0.1445783132521411,0.24999999999739583,0.18320610640452187
0.057823129251504006,0.2741935483826743,0.09550561768933846
0.08749999999945313,0.1573033707847494,0.11244979873653652
0.13513513513440467,0.25510204081372345,0.17667844477568703
0.13924050632735138,0.23913043477741022,0.175999999532032
0.19607843137062667,0.2105263157872576,0.2030456847777577
0.12033195020696959,0.2815533980555189,0.16860465074227624
0.08888888888839507,0.17977528089685646,0.11895910736302703
0.20454545454390496,0.29032258064203953,0.2399999995128889
0.1538461538448389,0.27272727272314046,0.19672131101209347
0.18620689655043995,0.26213592232755206,0.2177419349964555
0.1338028169004662,0.2235294117620761,0.16740088058731975
0.14193548387005203,0.2588235294087197,0.18333333287434025
0.17543859649020213,0.2459016393422467,0.20477815650917308
0.07373271889366943,0.30188679244713423,0.11851851820211248
0.17006802720972744,0.2232142857122927,0.19305019255783307
0.13939393939309458,0.20535714285530932,0.16606498146656415
0.03734439834009401,0.21428571428061227,0.06360424002946721
0.13978494623505608,0.41935483869614987,0.2096774189764568
0.19791666666460503,0.24050632911087966,0.21714285664509386
0.09230769230698226,0.3157894736759003,0.1428571425053855
0.18840579709871874,0.270833333327691,0.22222222173453138
0.14173228346345093,0.2278481012629386,0.17475728107884814
0.12883435582743047,0.23076923076669484,0.1653543302475355
0.06918238993667182,0.274999999993125,0.1105527634967804
0.125748502993259,0.3749999999933036,0.18834080679708018
0.20289855072316743,0.2204724409431459,0.21132075421624777
0.1748251748239523,0.47169811319864724,0.2551020404191483
0.18749999999882813,0.29411764705594,0.22900763311054131
0.06818181818130166,0.15254237287877048,0.09424083726838631
0.21379310344680144,0.306930693066268,0.25203251983915
0.17460317460225078,0.22297297297146643,0.19584569683561537
0.08227848101213749,0.2203389830471129,0.1198156678057296
0.13170731707252825,0.2699999999973,0.1770491798859661
0.13043478260756144,0.36585365852766216,0.19230769191773503
0.0707070707063565,0.16666666666269842,0.09929077972214678
0.12179487179409107,0.24999999999671052,0.16379310300631686
0.21794871794592371,0.11724137930953628,0.1524663672567717
0.07092198581535135,0.21739130434546314,0.10695187128622495
0.20512820512689023,0.23529411764532873,0.2191780816926253
0.21428571428188778,0.181818181815427,0.1967213109755442
0.13043478260727787,0.16901408450466177,0.14723926331017348
0.16410256410172255,0.22535211267446936,0.18991097873972648
0.1770833333314887,0.26984126983698664,0.2138364775062695
0.08571428571346938,0.281249999991211,0.13138686095391336
0.19047619047316705,0.26666666666074074,0.22222222173199588
0.1975308641950922,0.2909090909038017,0.23529411716187285
0.19512195121475315,0.3333333333194444,0.24615384568047344
0.20370370369993143,0.1774193548358481,0.1896551719129013
0.1610169491511778,0.37254901960053827,0.2248520705818424
0.1276595744675419,0.22727272727100553,0.16348773795811092
0.0534351145034089,0.2916666666545139,0.09032258038226848
0.3962264150868637,0.5249999999868751,0.4516129027258643
