strictness,BM-IT,BM-TH,ST-IT,ST-TH
STR,0.43853884713455843,0.457395088153091,0.45882939179274757,0.458583050475255
MOD,1.0514268356108767,0.9677430854365254,0.9459945499431313,0.9154942221529894
LOO,1.3531228052110356,1.3008650703509808,1.2438765418114368,1.1925531916189989
