strictness,BM-IT,BM-TH,ST-IT,ST-TH
STR,0.03895978158024906,0.04457728779141118,0.05068853278143406,0.05178509961882873
MOD,0.11641423532019762,0.11480155278009489,0.13077590830941488,0.12412407845136679
LOO,0.1789024486394467,0.17877598134371708,0.1889540619223434,0.19125388084002462
