strictness,BM-IT,BM-TH,ST-IT,ST-TH
STR,0.02556971758787725,0.03194673465400548,0.036533437341237124,0.046938905736283565
MOD,0.06424181048925597,0.06915219164247771,0.07619347947719626,0.08757904227012768
LOO,0.09599725076416898,0.10421381085570243,0.10862195151965463,0.13143677508163457
