strictness,BM-IT,BM-TH,ST-IT,ST-TH
STR,0.4295002649215286,0.4042660903592809,0.3424620312175457,0.3083328265825247
MOD,1.032732281384733,0.9323231258528902,0.8958649163879957,0.809759080694885
LOO,1.516199641083774,1.4210769518946929,1.2750298865215581,1.1816998980529152
