Candidates,GT_count,Detected_count,TP,FP,FN,Precision,Recall,F1,LocalizationError
35494,128,218,33,178,95,0.15639810426466164,0.2578124999979859,0.1946902650155498,1.0119991386591916
31446,77,197,16,181,61,0.08121827411126285,0.2077922077895092,0.11678832076293354,1.0311648247017389
37500,52,242,15,221,37,0.06355932203362899,0.28846153845599115,0.1041666663700328,1.4643466771510123
20533,15,142,2,140,13,0.014084507042154335,0.13333333332444444,0.02547770683321839,1.2045267269841233
26713,120,147,32,111,88,0.22377622377465892,0.26666666666444444,0.24334600710653614,1.1663840694304477
37675,92,206,21,183,71,0.10294117647008362,0.22826086956273628,0.14189189146251824,1.2392649009743315
39238,98,253,21,227,77,0.08467741935449727,0.2142857142835277,0.12138728283026495,1.3090826178867807
17884,36,81,7,72,29,0.08860759493558724,0.19444444443904324,0.12173913000257089,1.1026091718604325
41470,122,217,33,181,89,0.15420560747591494,0.2704918032764714,0.19642857096488806,1.301810673286704
20261,55,84,9,74,46,0.1084337349384526,0.16363636363338843,0.13043478212738915,1.7369124849371333
22131,46,102,9,91,37,0.0899999999991,0.1956521739087902,0.12328767079958715,1.3930941002094532
27636,111,197,23,170,88,0.11917098445534109,0.20720720720534047,0.1513157890090677,1.1111869368845841
25030,90,183,19,162,71,0.10497237569002778,0.21111111110876543,0.14022140176936587,1.1492575388173851
33034,67,194,16,176,51,0.08333333333289931,0.23880597014568944,0.12355212316763316,1.7629352471896498
20946,62,180,17,163,45,0.09444444444391976,0.2741935483826743,0.14049586738631242,1.0958309335069691
