Candidates,GT_count,Detected_count,TP,FP,FN,Precision,Recall,F1,LocalizationError
27552,128,192,15,176,113,0.0785340314132014,0.11718749999908448,0.09404388666624738,1.0520959367049518
35271,77,193,12,181,65,0.062176165802786655,0.15584415584213188,0.08888888848052126,0.9529614752788405
30088,52,150,7,143,45,0.04666666666635556,0.13461538461279587,0.06930693031006764,1.199912589065012
28873,15,159,5,154,10,0.03144654088030537,0.3333333333111111,0.05747126420960497,1.3212875536347215
18705,120,100,21,79,99,0.2099999999979,0.17499999999854166,0.19090909041148757,0.9700559608785401
34071,92,135,22,113,70,0.16296296296175583,0.23913043478000945,0.1938325986351763,1.0383150954655913
44483,98,215,18,196,80,0.08411214953231724,0.1836734693858809,0.11538461495299146,1.2791791488178808
13231,36,65,6,59,30,0.09230769230627218,0.16666666666203706,0.11881188072698755,0.9663915254012349
51191,122,194,24,171,98,0.12307692307629192,0.19672131147379737,0.15141955788518147,1.1841619217012462
20743,55,70,3,67,52,0.04285714285653061,0.054545454544462815,0.047999999506432,0.4996286875153066
18455,46,63,4,59,42,0.06349206349105568,0.08695652173724008,0.07339449492365964,1.0018851515255462
19389,111,111,14,97,97,0.12612612612498986,0.12612612612498986,0.12612612562498984,0.9749709477798293
20752,90,98,7,91,83,0.07142857142784256,0.07777777777691358,0.07446808460649615,0.944378539096739
19877,67,124,13,110,54,0.10569105690970983,0.19402985074337267,0.13684210480515233,1.1015658685496577
13220,62,93,15,77,47,0.16304347825909735,0.24193548386706556,0.1948051943216394,0.6964094445124498
