Candidates,GT_count,Detected_count,TP,FP,FN,Precision,Recall,F1,LocalizationError
33587,128,205,15,190,113,0.07317073170696015,0.11718749999908448,0.09009008961628295,2.2282535225904567
41659,77,232,19,213,58,0.08189655172378493,0.24675324675004215,0.12297734590333155,1.6547029038403924
35937,52,169,9,160,43,0.05325443786950737,0.17307692307359468,0.0814479634403063,2.305793266490525
34477,15,175,5,170,10,0.02857142857126531,0.3333333333111111,0.05263157880138504,1.6768538684651937
23134,120,115,25,88,95,0.22123893805113948,0.2083333333315972,0.21459227417672086,2.2268264628902625
38774,92,157,32,126,60,0.20253164556833841,0.34782608695274103,0.2559999995328,2.1806209183396965
49983,98,241,28,214,70,0.11570247933836487,0.28571428571137025,0.16470588194166091,2.4341793383037924
15186,36,66,8,58,28,0.12121212121028466,0.2222222222160494,0.15686274463821606,2.553802513372686
60488,122,213,35,177,87,0.16509433962186276,0.2868852458992878,0.20958083785840295,2.408780487017076
23814,55,81,6,76,49,0.07317073170642474,0.10909090908892563,0.08759124039405403,2.9451598121260987
21351,46,76,7,69,39,0.09210526315668283,0.15217391304017014,0.11475409788900832,2.484216199188071
22776,111,121,22,99,89,0.1818181818166792,0.19819819819641263,0.1896551719130871,2.3532123357377137
24501,90,108,9,99,81,0.08333333333256172,0.09999999999888888,0.09090909041230485,2.351726358304097
24454,67,132,11,121,56,0.08333333333270203,0.16417910447516149,0.11055276337132901,2.4451814774055185
15368,62,95,16,79,46,0.16842105262980608,0.25806451612486997,0.20382165557044912,1.7100737658797058
