Candidates,GT_count,Detected_count,TP,FP,FN,Precision,Recall,F1,LocalizationError
33587,128,205,3,202,125,0.01463414634139203,0.023437499999816896,0.018018017544643758,0.7460859352729515
41659,77,232,5,227,72,0.02155172413783814,0.06493506493422162,0.03236245917252648,0.8400747138114557
35937,52,169,1,168,51,0.005917159763278597,0.01923076923039941,0.009049773395712633,0.5512303211039687
34477,15,175,0,175,15,0.0,0.0,0.0,0.0
23134,120,115,4,111,116,0.034782608695349715,0.033333333333055555,0.034042552691426,0.7130413529056451
38774,92,157,5,152,87,0.03184713375775894,0.054347826086365784,0.040160642104030586,0.709069585753242
49983,98,241,5,236,93,0.020746887966718894,0.05102040816274469,0.0294985246625421,0.7270014844407247
15186,36,66,0,66,36,0.0,0.0,0.0,0.0
60488,122,213,2,211,120,0.009389671361458265,0.016393442622816445,0.01194029804428605,0.9817611713376049
23814,55,81,0,81,55,0.0,0.0,0.0,0.0
21351,46,76,0,76,46,0.0,0.0,0.0,0.0
22776,111,121,2,119,109,0.01652892561969811,0.018018018017855693,0.017241378811125165,0.9757546199362173
24501,90,108,2,106,88,0.01851851851834705,0.02222222222197531,0.020202019705948388,0.7169932173018103
24454,67,132,2,130,65,0.015151515151400369,0.02985074626821118,0.020100502065705423,0.9913786498552704
15368,62,95,3,92,59,0.03157894736808864,0.048387096773413116,0.038216560031157455,0.8716014325711781
