strictness,BM-IT,BM-TH,ST-IT,ST-TH
STR,0.010270683586723487,0.01290301249595088,0.022571177008580984,0.018055515215273567
MOD,0.10650347799332734,0.09551135539256943,0.11982021608468489,0.10006722892094445
LOO,0.15554875453622907,0.13354431120854113,0.16457071979654075,0.14307818236395592
