strictness,BM-IT,BM-TH,ST-IT,ST-TH
STR,0.42894825867939373,0.4204521356409055,0.507221179200167,0.49390943254786424
MOD,1.0760822252460749,1.0029287411351258,1.0122419241844511,0.9421618007471229
LOO,1.3124059922427989,1.2720270694986624,1.2560193050009874,1.209486925547817
